label,text
false," A post giving a nurse’s advice not to be infected by coronavirus. The nurse is called Claire Magne and works at hospitals in Toulouse, or in Marseille, depending on publications."
false," An audio circulating on WhatsApp says the way to end the COVID-19 pandemic is by “creating herd immunity groups.” Supposedly, it is a group of people who, thanks to their “positive thoughts and diet,,” manage to “alkalize their body” and prevent the virus from spreading."
false," Deputy of the Movement to Socialism (MAS) in Bolivia, Juana Quispe Ari: USA created the anthrax disease."
false," Bolivian Government Minister, Arturo Murillo, said that COVID-19 “is a type of cold”."
false," The Whatsapp audio that states absolute quarantine in Bolivia is from Andrés Rojas, the CEO of Bolivia TV."
false, Ugandan landlords have been asked by the government to stop collecting rent as citizens stay home to fight COVID-19.
false, An article claims that a Kenyan died from COVID-19 on 3/20/20.
false, An image of coffins showing the victims of COVID-19 in Italy.
false, An image of coffins in Italy.
false," President Rodrigo Duterte said COVID-19, the disease caused by the novel coronavirus, is only transmitted through contact with other people."
misleading," U.S. President Donald Trump said in a White House briefing on 3/20/20 that chloroquine and hydroxychloroquine, which are often used to treat malaria, have been approved by the Food and Drug Administration (FDA) for treatment of COVID-19."
true, Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.
false, This picture show dozens of coffins in Italy because of the coronavirus.
false, It is forbidden to be more than one in a car in France during the lockdown.
false," 1720, 1919, 2020… Every hundred years, a pandemia “cleans” the Earth."
false, The French Education Minister has postponed the summer holidays because of the coronavirus outbreak.
true, “Wisconsin is the only state where all Republicans voted against protecting its citizens.”
false, “Fish tank additive may treat coronavirus.”
false, Italian doctor saying no one has died from coronavirus.
false, Audio message warns of the arrival of COVID-19 at Suba hospital in Columbia.
false, Audio clip of a conversation claiming that Government of India will announce shutdown of the country in the coming days from 4/15/20 to 6/15/20 in the wake of the coronavirus outbreak
false, People shouting “Allahu Akbar” in Europe after the coronavirus outbreak.
false, Government of India has announced a “National Lockdown” in the country from 3/20/20.
false, Indian PM Modi is providing free masks to people under Swachh Bharat Mission to protect them from the coronavirus outbreak.
false," Recently, Petrol companies reduced Rs. 6.40 on petrol and on Diesel Rs. 6.80."
misleading, Saudi English-language magazine Sayidaty addresses novel coronavirus since 2013
false, Brazilian President declares “Gaza is the only coronavirus free city”.
false," Italian prime minister Conte: we lost control over the coronavirus, everything is in the hands of God."
false, Video shows a woman falling down in Jeddah.
misleading, Coronavirus fears in Germany result in large crowds outside the supermarket.
false," Donald Trump said, “People are dying who have never died before”"
false, Not a single Muslim died of coronavirus in China.
false, You shouldn’t open your windows.
false," The coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase."
false," Because of the COVID-19 epidemic, an ice rink is turned to a morgue in Mulhouse (France)."
false, Five helicopters are spraying disinfectants over German cities.
false, Favipiravir is a miracle cure for COVID-19.
false, Arbidol is a miracle cure for COVID-19.
false, A post claims that there are no cases of the new coronavirus in Russia.
false, Using hot air from a hair dryer on sinuses can prevent and treat COVID-19
false, A runny nose is not a COVID-19 symptom.
false," A video has been viewed thousands of times on Facebook, Twitter, Instagram and YouTube in March 2020 alongside a claim that it shows police in Spain detaining people during a lockdown due to the coronavirus pandemic."
misleading, Romania has changed the law so that those who break the quarantine will face 15 years in prison.
false," Recording of a conversation where one claims to be a friend of the WHO India Director’s brother, Saurabh, who gave him information that India will go into a complete lockdown mode from 4/15/20April to 6/15/20."
false, Bitter gourd juice can cure coronavirus in just two hours.
misleading, Ibuprofen is not good as a possible COVID-19 treatment.
false, A photo of coffins of dead people as a result of the new coronavirus.
misleading, Persons with type A blood are more prone to the coronavirus.
false, Coronavirus is spreading rapidly on gas pumps.
false, Retirement cut for elderly people who take to the streets during quarantine.
